"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Age"
"733","Westmeadows","285 Mickleham Rd",3,"h",540000,"SP","Barry","3/06/2017",16.5,3049,3,1,2,532,122,1975,"Hume",-37.67949,144.88349,"Northern Metropolitan",2474,48
"734","Williamstown","10 Mullins Ct",4,"h",1900000,"S","hockingstuart","3/06/2017",6.8,3016,4,2,1,448,311,1998,"Hobsons Bay",-37.86409,144.88224,"Western Metropolitan",6380,25
"735","Yallambie","8 MacAlister Bvd",5,"h",1670000,"S","Barry","3/06/2017",12.7,3085,5,3,2,617,315,2012,"Banyule",-37.71992,145.0988,"Northern Metropolitan",1369,11
"736","Ashwood","2/7 Murra Ct",3,"h",860000,"S","Purplebricks","17/06/2017",10.2,3147,3,2,2,280,115,1990,"Monash",-37.87105,145.10198,"Southern Metropolitan",2894,33
"737","Balwyn","17 Birdwood St",1,"h",2100000,"PI","hockingstuart","17/06/2017",7.9,3103,1,1,1,678,303,2016,"Boroondara",-37.80292,145.06424,"Southern Metropolitan",5682,7
"738","Balwyn","14 Iramoo St",4,"h",3050000,"PI","RT","17/06/2017",7.9,3103,4,4,2,613,340,2009,"Boroondara",-37.81167,145.08595,"Southern Metropolitan",5682,14
"739","Briar Hill","1A Campbell Rd",2,"h",710500,"S","Barry","17/06/2017",16.1,3088,2,1,1,598,110,1985,"Banyule",-37.70681,145.11731,"Eastern Metropolitan",1390,38
"740","Brighton East","17 Florence St",4,"h",2100000,"SP","Nick","17/06/2017",10.3,3187,4,3,2,608,306.19,2000,"Bayside",-37.91777,145.01798,"Southern Metropolitan",6938,23
"741","Bundoora","48 Zara Cl",4,"h",755000,"SP","Ray","17/06/2017",12.1,3083,4,2,2,300,162,2014,"Whittlesea",-37.68223,145.07818,"Northern Metropolitan",10175,9
"742","Doncaster","3 Hampshire Rd",4,"h",1120000,"PI","Barry","17/06/2017",12.4,3108,4,2,2,280,200,2008,"Manningham",-37.79423,145.13696,"Eastern Metropolitan",9028,15
"743","Doncaster East","5 Thea Gr",4,"h",1125000,"PI","Noel","17/06/2017",14.3,3109,4,3,2,284,180,2006,"Manningham",-37.79773,145.15141,"Eastern Metropolitan",10999,17
"744","Eltham","25 Leane Dr",4,"h",977500,"S","Morrison","17/06/2017",18,3095,4,2,3,1004,184,1985,"Nillumbik",-37.69999,145.1617,"Eastern Metropolitan",6990,38
"745","Epping","62 Davisson St",4,"h",660000,"SP","Purplebricks","17/06/2017",19.6,3076,4,1,3,558,159,1980,"Whittlesea",-37.64666,145.03062,"Northern Metropolitan",10926,43
"746","Epping","10 Efficient St",3,"h",568000,"S","Ray","17/06/2017",19.6,3076,3,2,2,420,190,2012,"Whittlesea",-37.62145,145.01051,"Northern Metropolitan",10926,11
"747","Epping","23 Longwood Dr",4,"h",680000,"S","Harcourts","17/06/2017",19.6,3076,4,2,2,656,166,1980,"Whittlesea",-37.63878,145.05577,"Northern Metropolitan",10926,43
"748","Fawkner","28 Princess St",5,"h",1018000,"S","Jellis","17/06/2017",13.1,3060,5,2,2,737,194,1990,"Moreland",-37.71729,144.96403,"Northern Metropolitan",5070,33
"749","Gladstone Park","305 Carrick Dr",5,"h",691000,"S","Barry","17/06/2017",12.9,3043,5,2,3,551,221,1975,"Hume",-37.68329,144.89302,"Western Metropolitan",3285,48
"750","Glen Waverley","53 Campbell St",3,"h",3056000,"PI","VICProp","17/06/2017",16.7,3150,4,2,2,1590,292,1992,"Monash",-37.86957,145.17544,"Eastern Metropolitan",15321,31
"751","Glen Waverley","4 Turner Ct",3,"h",1550000,"S","Harcourts","17/06/2017",16.7,3150,3,2,2,648,181,1980,"Monash",-37.88255,145.14727,"Eastern Metropolitan",15321,43
"752","Gowanbrae","82 Gowanbrae Dr",4,"h",945000,"S","Nelson","17/06/2017",12.9,3043,4,2,4,474,210,2000,"Moreland",-37.70626,144.89551,"Western Metropolitan",1071,23
"753","Hawthorn East","11 Condor St",5,"h",2855000,"PI","Noel","17/06/2017",6.2,3123,5,3,2,572,274,2000,"Boroondara",-37.81936,145.05131,"Southern Metropolitan",6482,23
"754","Hawthorn East","10 Mowbray St",4,"h",3255000,"PI","Kay","17/06/2017",6.2,3123,4,3,3,1116,304,1984,"Boroondara",-37.84283,145.05178,"Southern Metropolitan",6482,39
"755","Keilor Downs","3 Serica Ct",3,"h",550000,"VB","Sweeney","17/06/2017",15.5,3038,3,1,4,802,183.97,1978,"Brimbank",-37.72343,144.81411,"Western Metropolitan",3656,45
"756","Kensington","54 McConnell St",4,"h",1415000,"SP","Biggin","17/06/2017",3.4,3031,4,2,0,199,96,1982,"Melbourne",-37.7916,144.92855,"Northern Metropolitan",5263,41
"757","Mill Park","15 Randell Ct",4,"h",865000,"S","Ray","17/06/2017",17.9,3082,4,2,2,612,236,2013,"Whittlesea",-37.65478,145.05199,"Northern Metropolitan",10529,10
"758","Oak Park","79 New Rd",4,"h",1071888,"SP","Rendina","17/06/2017",11.2,3046,4,2,4,553,190,2001,"Moreland",-37.71328,144.90585,"Northern Metropolitan",2651,22
"759","Richmond","51 Garfield St",3,"h",1120000,"S","Biggin","17/06/2017",2.4,3121,3,2,2,134,149,2007,"Yarra",-37.81186,144.99472,"Northern Metropolitan",14949,16
"760","Richmond","17/47 Mary St",3,"h",1190000,"S","Biggin","17/06/2017",2.4,3121,3,2,1,105,110,1997,"Yarra",-37.82146,145.00203,"Northern Metropolitan",14949,26
"761","Richmond","7 Wiltshire St",3,"h",1425000,"S","Marshall","17/06/2017",2.4,3121,3,3,3,81,81,2000,"Yarra",-37.82622,144.99879,"Northern Metropolitan",14949,23
"762","Ringwood North","2/22 Avalon Gr",3,"h",755000,"SP","Carter","17/06/2017",19.9,3134,3,2,2,306,127,1997,"Maroondah",-37.80384,145.22562,"Eastern Metropolitan",3619,26
"763","Sydenham","22 Contursi Dr",3,"h",471000,"S","YPA","17/06/2017",18,3037,3,2,1,338,114,2000,"Brimbank",-37.705,144.75759,"Western Metropolitan",3640,23
"764","Taylors Hill","27 Lucas Tce",3,"h",558000,"S","Barry","17/06/2017",18,3037,3,2,2,431,431,2008,"Melton",-37.7209,144.75053,"Western Metropolitan",4242,15
"765","Taylors Lakes","2 Clifton Ct",5,"h",780000,"S","Barry","17/06/2017",15.5,3038,5,2,2,663,230,1996,"Brimbank",-37.69496,144.79511,"Western Metropolitan",5336,27
"766","Vermont South","250 Hawthorn Rd",4,"h",1050000,"VB","Noel","17/06/2017",17.2,3133,4,2,2,651,187,1975,"Whitehorse",-37.84842,145.1816,"Eastern Metropolitan",4280,48
"767","Abbotsford","2 Federation La",3,"h",855000,"S","Nelson","24/06/2017",3,3067,3,2,1,92,116,2004,"Yarra",-37.79683,144.99586,"Northern Metropolitan",4019,19
"768","Ascot Vale","75B Bloomfield Rd",3,"h",1010000,"S","Brad","24/06/2017",4.3,3032,3,2,1,150,125,1990,"Moonee Valley",-37.77639,144.91666,"Western Metropolitan",6567,33
"769","Avondale Heights","7A Downland Sq",4,"h",773000,"S","Moonee","24/06/2017",9.5,3034,4,2,2,344,235,2004,"Moonee Valley",-37.75861,144.86687,"Western Metropolitan",4502,19
"770","Brighton","3 Champion St",3,"h",2655000,"SP","Hodges","24/06/2017",10.5,3186,3,2,2,697,183,1991,"Bayside",-37.92829,145.00281,"Southern Metropolitan",10579,32
"771","Brighton East","13 Churchill Ct",4,"h",2525000,"S","Buxton","24/06/2017",10.3,3187,4,2,2,725,300,2000,"Bayside",-37.92884,145.01518,"Southern Metropolitan",6938,23
"772","Caroline Springs","9 Hounslow Grn",5,"h",1150000,"SP","RW","24/06/2017",14.8,3023,5,5,4,688,490,2006,"Melton",-37.74281,144.72513,"Western Metropolitan",7719,17
"773","Coburg","17 Quarry Cct",4,"h",1020000,"PI","Ray","24/06/2017",6.7,3058,4,2,2,441,255,2002,"Moreland",-37.73572,144.97256,"Northern Metropolitan",11204,21
"774","Eltham North","42 Parry Rd",3,"h",967500,"S","Morrison","24/06/2017",18,3095,3,1,2,768,122,1985,"Nillumbik",-37.69031,145.14557,"Eastern Metropolitan",2346,38
"775","Eltham North","216 Progress Rd",4,"h",890000,"PI","Buckingham","24/06/2017",18,3095,4,2,2,786,206,1980,"Nillumbik",-37.70257,145.14995,"Eastern Metropolitan",2346,43
"776","Elwood","105 Mitford St",3,"h",1800000,"VB","Gary","24/06/2017",7.2,3184,3,2,2,188,185,2010,"Port Phillip",-37.87818,144.98532,"Southern Metropolitan",8989,13
"777","Glenroy","1/8 York St",3,"h",512000,"S","Stockdale","24/06/2017",11.2,3046,3,1,2,197,96,2003,"Moreland",-37.70489,144.91033,"Northern Metropolitan",8870,20
"778","Greensborough","3 Perrumba St",5,"h",880000,"VB","Barry","24/06/2017",16.1,3088,4,3,2,789,290,1980,"Banyule",-37.69817,145.12852,"Northern Metropolitan",8524,43
"779","Greensborough","22 Yangoora Pl",4,"h",925000,"SP","Nelson","24/06/2017",16.1,3088,4,2,2,1070,190,1980,"Banyule",-37.69999,145.1279,"Northern Metropolitan",8524,43
"780","Hillside","20 Cuthbert Dr",3,"h",660000,"S","Barry","24/06/2017",18,3037,3,2,2,666,193,2002,"Melton",-37.68381,144.73331,"Western Metropolitan",5556,21
"781","Keilor Downs","7 Antwerp Dr",4,"h",670000,"S","Prof.","24/06/2017",15.5,3038,4,2,2,713,164,1982,"Brimbank",-37.72305,144.81074,"Western Metropolitan",3656,41
"782","Lalor","1 Howell St",3,"h",560000,"S","Harcourts","24/06/2017",16.3,3075,3,1,1,364,165,1985,"Whittlesea",-37.67122,145.01487,"Northern Metropolitan",8279,38
"783","Malvern East","8 Vickery St",4,"h",3600000,"S","Marshall","24/06/2017",8.4,3145,4,3,2,552,355,2015,"Stonnington",-37.87421,145.04958,"Southern Metropolitan",8801,8
"784","Meadow Heights","2 Navarre Ct",3,"h",467000,"S","Raine","24/06/2017",17.4,3048,3,1,1,565,98,1975,"Hume",-37.65702,144.92447,"Northern Metropolitan",4704,48
"785","Mill Park","2/7 Bradley Dr",2,"h",428000,"S","Ray","24/06/2017",17.9,3082,2,1,1,389,104,2005,"Whittlesea",-37.65623,145.07431,"Northern Metropolitan",10529,18
"786","Mill Park","31 Development Bvd",4,"h",722500,"S","Ray","24/06/2017",17.9,3082,4,2,2,643,169.5,2001,"Whittlesea",-37.65959,145.08302,"Northern Metropolitan",10529,22
"787","Mill Park","1/6 Patmore Ct",2,"h",421000,"S","Ray","24/06/2017",17.9,3082,2,1,1,257,83,1985,"Whittlesea",-37.65636,145.03997,"Northern Metropolitan",10529,38
"788","Oak Park","79 New Rd",4,"h",1071888,"SP","Rendina","24/06/2017",11.2,3046,4,2,4,553,190,2001,"Moreland",-37.71328,144.90585,"Northern Metropolitan",2651,22
"789","Preston","173 Raglan St",5,"h",1350000,"S","RW","24/06/2017",8.4,3072,5,3,4,525,266.76,2014,"Darebin",-37.75017,145.01204,"Northern Metropolitan",14577,9
"790","Preston","6 The Mews",3,"h",1020000,"VB","Nelson","24/06/2017",8.4,3072,3,3,2,158,159,2008,"Darebin",-37.75026,144.98428,"Northern Metropolitan",14577,15
"791","Sandringham","26 Regent Ct",4,"h",1770000,"S","Charlton","24/06/2017",15.2,3191,4,2,2,463,233,1998,"Bayside",-37.95877,145.02701,"Southern Metropolitan",4497,25
"792","Sunshine West","7 Arnold St",4,"h",780000,"S","Sweeney","24/06/2017",10.5,3020,4,2,2,696,199,1999,"Brimbank",-37.78647,144.81319,"Western Metropolitan",6763,24
"793","Templestowe","6 Annan Pl",4,"h",1450000,"PI","Jellis","24/06/2017",15.5,3106,4,2,2,883,300,2005,"Manningham",-37.76255,145.16233,"Eastern Metropolitan",6202,18
"794","Templestowe","19 Dena Ct",4,"h",1860000,"PI","Jellis","24/06/2017",15.5,3106,4,3,3,682,315,1995,"Manningham",-37.7572,145.15456,"Eastern Metropolitan",6202,28
"795","Vermont South","3 Terrara Ct",4,"h",1290000,"S","Ray","24/06/2017",17.2,3133,4,2,2,407,300,2003,"Whitehorse",-37.85028,145.18787,"Eastern Metropolitan",4280,20
"796","Wantirna South","14 Riverpark Dr",6,"h",1180000,"S","Ray","24/06/2017",14.7,3152,6,2,2,453,305,2001,"Knox",-37.87309,145.23078,"Eastern Metropolitan",7082,22
"797","Yallambie","3 Sirius Ct",3,"h",852000,"S","Barry","24/06/2017",12.7,3085,3,2,2,629,139.4,1990,"Banyule",-37.73058,145.08705,"Northern Metropolitan",1369,33
"798","Aberfeldie","5 Rita St",5,"h",2905000,"S","Rendina","27/05/2017",7.5,3040,5,3,2,557,364,2010,"Moonee Valley",-37.76181,144.89327,"Western Metropolitan",1543,13
"799","Ascot Vale","91A Walter St",3,"h",1082000,"S","Nelson","27/05/2017",4.3,3032,3,2,2,254,120,2000,"Moonee Valley",-37.77549,144.90865,"Western Metropolitan",6567,23
"800","Balwyn North","2/37 Aylmer St",3,"h",1300000,"VB","Kay","27/05/2017",9.7,3104,3,2,2,975,147,1985,"Boroondara",-37.79673,145.06853,"Southern Metropolitan",7809,38
"801","Beaumaris","13 Bodley St",4,"h",2200000,"S","Ray","27/05/2017",17.3,3193,4,3,2,704,318,2014,"Bayside",-37.99035,145.03839,"Southern Metropolitan",5366,9
"802","Bentleigh East","52 Deakin St",4,"h",1655000,"S","hockingstuart","27/05/2017",13.8,3165,4,2,5,612,363,2003,"Glen Eira",-37.9143,145.06582,"Southern Metropolitan",10969,20
"803","Brighton East","1C Baird St",3,"h",1750800,"S","Purplebricks","27/05/2017",10.3,3187,3,4,2,424,201,2012,"Bayside",-37.92988,145.01085,"Southern Metropolitan",6938,11
"804","Brighton East","1A Wallen St",2,"h",1035000,"SP","Buxton","27/05/2017",10.3,3187,2,1,1,542,65,1985,"Bayside",-37.91704,145.01846,"Southern Metropolitan",6938,38
"805","Broadmeadows","87 Academy Dr",3,"h",505000,"SP","YPA","27/05/2017",14,3047,3,1,1,546,109,2000,"Hume",-37.67411,144.94677,"Northern Metropolitan",4294,23
"806","Brunswick","11 Heller St",5,"h",2545000,"S","Jellis","27/05/2017",5.2,3056,5,3,4,957,320,1995,"Moreland",-37.77501,144.95117,"Northern Metropolitan",11918,28
"807","Bundoora","16 Cranberry Pl",4,"h",880000,"PI","Ray","27/05/2017",12.1,3083,4,2,2,520,261,2004,"Whittlesea",-37.68155,145.04945,"Northern Metropolitan",10175,19
"808","Burnley","2a Cherrill St",3,"h",1837500,"S","Jellis","27/05/2017",2.4,3121,3,2,1,93,164,2014,"Yarra",-37.82921,145.00826,"Northern Metropolitan",438,9
"809","Burnside Heights","12 Burke Rd",3,"h",593000,"S","Barry","27/05/2017",14.8,3023,4,2,2,480,195,2007,"Melton",-37.73321,144.75752,"Western Metropolitan",1686,16
"810","Camberwell","2/4 Tyne St",3,"h",1290000,"VB","Jellis","27/05/2017",7.7,3124,3,2,2,321,195.0964,1997,"Boroondara",-37.84627,145.08366,"Southern Metropolitan",8920,26
"811","Canterbury","42 Parlington St",4,"h",4750000,"S","Kay","27/05/2017",8.4,3126,4,3,2,967,470,1996,"Boroondara",-37.81792,145.06244,"Southern Metropolitan",3265,27
"812","Derrimut","8 Drum St",4,"h",610000,"S","Bells","27/05/2017",14.7,3030,4,2,2,528,210,2010,"Brimbank",-37.78774,144.76019,"Western Metropolitan",2276,13
"813","Doncaster East","2A Dianne St",3,"h",1360000,"S","Jellis","27/05/2017",14.3,3109,3,2,2,402,200,2007,"Manningham",-37.79408,145.16352,"Eastern Metropolitan",10999,16
"814","Eltham","17 Beard St",6,"h",855000,"S","Morrison","27/05/2017",18,3095,6,3,3,804,214,1980,"Nillumbik",-37.70872,145.16102,"Eastern Metropolitan",6990,43
"815","Eltham","5 Souter St",3,"h",855000,"S","Barry","27/05/2017",18,3095,3,1,1,654,104,1985,"Nillumbik",-37.73209,145.13845,"Eastern Metropolitan",6990,38
"816","Eltham North","45 Parry Rd",4,"h",895000,"SP","Buckingham","27/05/2017",18,3095,4,3,2,792,233,1995,"Nillumbik",-37.68966,145.14649,"Eastern Metropolitan",2346,28
"817","Epping","12 Cabot Dr",3,"h",5e+05,"S","Harcourts","27/05/2017",19.6,3076,3,2,2,553,117,1975,"Whittlesea",-37.64463,145.04155,"Northern Metropolitan",10926,48
"818","Epping","7 Cavalier Ct",3,"h",573000,"S","Love","27/05/2017",19.6,3076,3,2,2,637,125,1990,"Whittlesea",-37.64097,145.05757,"Northern Metropolitan",10926,33
"819","Epping","53 Hayston Bvd",3,"h",465000,"S","Harcourts","27/05/2017",19.6,3076,3,2,1,606,111.04,2005,"Whittlesea",-37.62858,145.03735,"Northern Metropolitan",10926,18
"820","Epping","13 Orlit Ct",4,"h",545000,"PI","Barry","27/05/2017",19.6,3076,4,2,2,635,157,1985,"Whittlesea",-37.64051,145.05743,"Northern Metropolitan",10926,38
"821","Essendon","1B Ogilvie St",3,"h",886000,"S","Nelson","27/05/2017",7.5,3040,3,2,1,173,107,2007,"Moonee Valley",-37.75382,144.89167,"Western Metropolitan",9264,16
"822","Forest Hill","33/305 Canterbury Rd",2,"h",680000,"SP","Fletchers","27/05/2017",15.4,3131,2,1,1,189,73,2001,"Whitehorse",-37.83283,145.17533,"Eastern Metropolitan",4385,22
"823","Gladstone Park","91 Carrick Dr",3,"h",755000,"S","Jason","27/05/2017",12.9,3043,3,1,1,935,130,1975,"Hume",-37.69744,144.89073,"Western Metropolitan",3285,48
"824","Hawthorn","16 Marian St",4,"h",3399000,"S","Marshall","27/05/2017",5.3,3122,4,2,2,446,274,2002,"Boroondara",-37.82785,145.03816,"Southern Metropolitan",11308,21
"825","Hillside","10 Chris Ct",4,"h",677000,"S","Barry","27/05/2017",18,3037,4,2,2,661,196,1999,"Brimbank",-37.69655,144.75538,"Western Metropolitan",5556,24
"826","Hillside","10 View Ct",4,"h",737500,"S","Brad","27/05/2017",18,3037,4,2,2,704,230,2004,"Melton",-37.68175,144.74087,"Western Metropolitan",5556,19
"827","Hoppers Crossing","138 Bellbridge Dr",3,"h",520000,"SP","Barry","27/05/2017",18.4,3029,3,2,2,530,169,1999,"Wyndham",-37.86713,144.71086,"Western Metropolitan",13830,24
"828","Hoppers Crossing","9 Hawthorn Dr",3,"h",505000,"S","Sweeney","27/05/2017",18.4,3029,3,1,1,663,142,1995,"Wyndham",-37.86658,144.71221,"Western Metropolitan",13830,28
"829","Hoppers Crossing","10 Kelwin Ct",4,"h",680000,"VB","hockingstuart","27/05/2017",18.4,3029,4,2,3,800,158,1990,"Wyndham",-37.87051,144.7141,"Western Metropolitan",13830,33
"830","Hoppers Crossing","38 MacEdon St",3,"h",442500,"S","Greg","27/05/2017",18.4,3029,3,1,2,537,121.84,1980,"Wyndham",-37.87016,144.70606,"Western Metropolitan",13830,43
"831","Lalor","1 Kent Rd",3,"h",6e+05,"S","Ray","27/05/2017",16.3,3075,3,2,2,534,121,1980,"Whittlesea",-37.67323,145.03976,"Northern Metropolitan",8279,43
"832","Lalor","13 Rosemary Dr",3,"h",572000,"S","Love","27/05/2017",16.3,3075,3,1,2,640,140,1975,"Whittlesea",-37.6591,145.00549,"Northern Metropolitan",8279,48
"833","Mentone","1 Rogers St",5,"h",1485000,"S","Greg","27/05/2017",20,3194,5,2,2,720,174,1975,"Kingston",-37.98439,145.06812,"South-Eastern Metropolitan",6162,48
"834","Mitcham","27 Forster St",2,"h",655000,"S","Barry","27/05/2017",17.2,3132,2,1,4,446,82,1975,"Whitehorse",-37.81906,145.21253,"Eastern Metropolitan",6871,48
"835","Montmorency","35 Astley St",3,"h",9e+05,"S","Barry","27/05/2017",16.2,3094,3,1,1,575,138,1980,"Banyule",-37.72089,145.11987,"Eastern Metropolitan",3891,43
"836","Montmorency","17 Virginia Ct",4,"h",980000,"S","Barry","27/05/2017",16.2,3094,4,3,2,701,300,1993,"Banyule",-37.71871,145.13559,"Eastern Metropolitan",3891,30
"837","North Melbourne","357 Flemington Rd",3,"h",1285000,"PI","J","27/05/2017",1.8,3051,3,1,1,170,147,1990,"Melbourne",-37.79074,144.94324,"Northern Metropolitan",6821,33
"838","Preston","3/5 Sussex St",2,"h",617500,"S","Holland","27/05/2017",8.4,3072,2,1,3,155,81,1985,"Darebin",-37.75308,145.01464,"Northern Metropolitan",14577,38
"839","Reservoir","104 Purinuan Rd",3,"h",635000,"SP","hockingstuart","27/05/2017",12,3073,3,2,2,289,147,2009,"Darebin",-37.70798,145.02101,"Northern Metropolitan",21650,14
"840","Rosanna","9 Darvall St",3,"h",1100000,"PI","Fletchers","27/05/2017",8.9,3084,3,2,2,468,212,1985,"Banyule",-37.74088,145.06285,"Eastern Metropolitan",3540,38
"841","St Helena","11 Erinne Ct",5,"h",1387000,"S","Morrison","27/05/2017",16.1,3088,5,3,3,1348,370,2005,"Banyule",-37.68508,145.1395,"Eastern Metropolitan",915,18
"842","Tullamarine","35 Finningley Dr",3,"h",695000,"S","YPA","27/05/2017",12.9,3043,3,1,2,676,121,1980,"Hume",-37.69636,144.88265,"Western Metropolitan",3296,43
"843","Viewbank","34 Martins La",3,"h",870000,"S","Miles","27/05/2017",8.9,3084,3,2,2,291,151,2000,"Banyule",-37.73253,145.0873,"Eastern Metropolitan",2698,23
"844","Avondale Heights","132 Templewood Cr",3,"h",1107500,"S","Nelson","8/07/2017",9.5,3034,3,3,1,668,190,2014,"Moonee Valley",-37.75962,144.86675,"Western Metropolitan",4502,9
"845","Brunswick","37 Fourth Av",3,"h",1037000,"S","Nelson","8/07/2017",5.2,3056,3,1,1,210,101,1996,"Moreland",-37.75746,144.95633,"Northern Metropolitan",11918,27
"846","Burwood East","1 Sartori St",4,"h",1600000,"S","Fletchers","8/07/2017",14.7,3151,4,2,2,592,260,2007,"Whitehorse",-37.84839,145.14299,"Eastern Metropolitan",4048,16
"847","Caroline Springs","20 Hawksbury Grn",4,"h",740000,"S","Barry","8/07/2017",14.8,3023,4,2,2,750,222,2008,"Melton",-37.7277,144.73422,"Western Metropolitan",7719,15
"848","Deer Park","13 Cavendish Dr",3,"h",557000,"S","Barry","8/07/2017",14.8,3023,3,1,2,539,148,1985,"Brimbank",-37.76545,144.76458,"Western Metropolitan",6388,38
"849","Doncaster","10 Margot Av",4,"h",1663000,"S","Philip","8/07/2017",12.4,3108,4,3,2,674,250,1982,"Manningham",-37.77102,145.13338,"Eastern Metropolitan",9028,41
"850","Doncaster East","2 Monet Ct",3,"h",1530000,"PI","Barry","8/07/2017",14.3,3109,3,2,2,798,160,1978,"Manningham",-37.77655,145.15387,"Eastern Metropolitan",10999,45
"851","Eltham","6/17 Silver St",3,"h",655000,"S","Barry","8/07/2017",18,3095,3,1,2,197,108,2009,"Nillumbik",-37.71613,145.13939,"Eastern Metropolitan",6990,14
"852","Epping","8 Efficient St",3,"h",490000,"SP","Ristic","8/07/2017",19.6,3076,3,2,2,375,155,2012,"Whittlesea",-37.62157,145.01049,"Northern Metropolitan",10926,11
"853","Epping","2/8 Zurzolo Tce",2,"h",417500,"S","Harcourts","8/07/2017",19.6,3076,2,1,1,157,102,2000,"Whittlesea",-37.64827,145.05317,"Northern Metropolitan",10926,23
"854","Glenroy","270 West St",2,"h",675000,"S","Eview","8/07/2017",11.2,3046,2,2,1,248,99,2011,"Moreland",-37.69705,144.94219,"Northern Metropolitan",8870,12
"855","Greensborough","53 Narbethong Dr",3,"h",866000,"S","hockingstuart","8/07/2017",16.1,3088,3,2,2,743,147,1980,"Banyule",-37.71733,145.09622,"Northern Metropolitan",8524,43
"856","Highett","33 Haynes St",4,"h",1820000,"S","hockingstuart","8/07/2017",16,3190,4,2,2,680,680,2006,"Bayside",-37.94882,145.03111,"Southern Metropolitan",4794,17
"857","Keilor","37 Parramatta Rd",4,"h",635000,"S","Nelson","8/07/2017",14.5,3036,4,2,2,531,138,1975,"Brimbank",-37.71368,144.82082,"Western Metropolitan",2339,48
"858","Keilor Downs","131 Odessa Av",3,"h",620000,"S","Barry","8/07/2017",15.5,3038,3,1,4,650,100,1985,"Brimbank",-37.71575,144.80598,"Western Metropolitan",3656,38
"859","Lalor","23 Cyprus St",3,"h",710500,"S","Barry","8/07/2017",16.3,3075,3,2,1,655,120,1975,"Whittlesea",-37.67414,145.0205,"Northern Metropolitan",8279,48
"860","Meadow Heights","23 Goodenia Cl",3,"h",440000,"S","YPA","8/07/2017",17.4,3048,3,1,2,570,112,1992,"Hume",-37.64769,144.91359,"Northern Metropolitan",4704,31
